name,link,min_salary,max_salary,currency
Engine Programmer C++ (Мир танков),https://lipetsk.hh.ru/vacancy/80491173?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер,https://lipetsk.hh.ru/vacancy/84116203?from=vacancy_search_list&query=python,None,None,None
Наставник в международную школу программирования для детей KIBERone,https://lipetsk.hh.ru/vacancy/84239067?from=vacancy_search_list&query=python,None,None,None
Senior developer/Tech Lead (Python),https://lipetsk.hh.ru/vacancy/84025957?from=vacancy_search_list&query=python,None,None,None
Инженер по информационной безопасности (BugBounty),https://lipetsk.hh.ru/vacancy/82062370?from=vacancy_search_list&query=python,None,None,None
Senior risk manager,https://lipetsk.hh.ru/vacancy/83044489?from=vacancy_search_list&query=python,None,None,None
Python/С++ разработчик,https://lipetsk.hh.ru/vacancy/83959370?from=vacancy_search_list&query=python,105000,215000,₽
Стажер-разработчик PHP,https://lipetsk.hh.ru/vacancy/80231559?from=vacancy_search_list&query=python,15000,None,₽
Senior Data Analyst (Дивизион развития цифрового профиля клиента),https://lipetsk.hh.ru/vacancy/82987019?from=vacancy_search_list&query=python,None,None,None
Инженер по внедрению телекоммуникационного биллинга (удаленно),https://lipetsk.hh.ru/vacancy/84215983?from=vacancy_search_list&query=python,195000,None,₽
Старший менеджер отдела обработки данных,https://lipetsk.hh.ru/vacancy/84170114?from=vacancy_search_list&query=python,None,None,None
Старший аналитик данных,https://lipetsk.hh.ru/vacancy/84297452?from=vacancy_search_list&query=python,None,None,None
Database administrator/DBA,https://lipetsk.hh.ru/vacancy/83710894?from=vacancy_search_list&query=python,None,None,None
Главный DevOps-инженер,https://lipetsk.hh.ru/vacancy/84239097?from=vacancy_search_list&query=python,None,None,None
Системный аналитик,https://lipetsk.hh.ru/vacancy/84053028?from=vacancy_search_list&query=python,220000,None,₽
Старший эксперт по развитию информационной безопасности,https://lipetsk.hh.ru/vacancy/80283778?from=vacancy_search_list&query=python,None,None,None
"Системный, kernel программист Linux",https://lipetsk.hh.ru/vacancy/80785876?from=vacancy_search_list&query=python,None,None,None
Инженер по нагрузочному тестированию (СберИнвестор),https://lipetsk.hh.ru/vacancy/84275949?from=vacancy_search_list&query=python,None,None,None
Аналитик баз данных,https://lipetsk.hh.ru/vacancy/83190506?from=vacancy_search_list&query=python,None,None,None
Преподаватель КиберШколы,https://lipetsk.hh.ru/vacancy/83698662?from=vacancy_search_list&query=python,50000,150000,₽
C++ developer (в области PKI),https://lipetsk.hh.ru/vacancy/80651037?from=vacancy_search_list&query=python,None,None,None
BI Аналитик,https://lipetsk.hh.ru/vacancy/84301836?from=vacancy_search_list&query=python,None,None,None
Заместитель начальника отдела моделирования и риск-технологий,https://lipetsk.hh.ru/vacancy/83661746?from=vacancy_search_list&query=python,200000,None,₽
Программист-разработчик PHP,https://lipetsk.hh.ru/vacancy/84215580?from=vacancy_search_list&query=python,150000,None,₽
Аналитик,https://lipetsk.hh.ru/vacancy/83003119?from=vacancy_search_list&query=python,None,None,None
Инженер по тестированию (QA),https://lipetsk.hh.ru/vacancy/83639422?from=vacancy_search_list&query=python,None,None,None
Инженер по информационной безопасности,https://lipetsk.hh.ru/vacancy/68975044?from=vacancy_search_list&query=python,None,None,None
DevOps Engineer,https://lipetsk.hh.ru/vacancy/84215039?from=vacancy_search_list&query=python,None,None,None
Менеджер по анализу защищенности и тестированию на проникновение,https://lipetsk.hh.ru/vacancy/80019518?from=vacancy_search_list&query=python,None,None,None
Ведущий тестировщик ПО,https://lipetsk.hh.ru/vacancy/83564309?from=vacancy_search_list&query=python,120000,140000,₽
DevOps инженер,https://lipetsk.hh.ru/vacancy/84268222?from=vacancy_search_list&query=python,None,None,None
Системный инженер Linux,https://lipetsk.hh.ru/vacancy/84327692?from=vacancy_search_list&query=python,None,None,None
Инженер- разработчик физ-мат моделей нефтегазовая отрасль,https://lipetsk.hh.ru/vacancy/84294466?from=vacancy_search_list&query=python,None,None,None
Преподаватель компьютерных курсов для детей (г. Долгопрудный),https://lipetsk.hh.ru/vacancy/83089570?from=vacancy_search_list&query=python,None,None,None
Системный аналитик,https://lipetsk.hh.ru/vacancy/84312803?from=vacancy_search_list&query=python,None,None,None
Senior DevOps-инженер [МТС Премиум],https://lipetsk.hh.ru/vacancy/83454708?from=vacancy_search_list&query=python,None,None,None
"Системный, kernel программист Linux",https://lipetsk.hh.ru/vacancy/82634131?from=vacancy_search_list&query=python,None,None,None
Системный аналитик,https://lipetsk.hh.ru/vacancy/80068601?from=vacancy_search_list&query=python,None,None,None
MLOps-инженер (ADAS),https://lipetsk.hh.ru/vacancy/83637265?from=vacancy_search_list&query=python,None,None,None
QA Engineer,https://lipetsk.hh.ru/vacancy/76979617?from=vacancy_search_list&query=python,None,None,None
DevOps инженер (Процессинг Эквайринга),https://lipetsk.hh.ru/vacancy/84223227?from=vacancy_search_list&query=python,None,None,None
Ведущий разработчик баз данных ETL,https://lipetsk.hh.ru/vacancy/84034119?from=vacancy_search_list&query=python,None,None,None
Программист-наставник (в офисе),https://lipetsk.hh.ru/vacancy/84186382?from=vacancy_search_list&query=python,50000,80000,₽
Пентестер вэб приложений,https://lipetsk.hh.ru/vacancy/84245645?from=vacancy_search_list&query=python,None,None,None
Аналитик SOC L2,https://lipetsk.hh.ru/vacancy/84201715?from=vacancy_search_list&query=python,None,None,None
"QA Test Auto (Python/Pytest/Selenium), TenVision интеграция (MTS AI)",https://lipetsk.hh.ru/vacancy/84191501?from=vacancy_search_list&query=python,None,None,None
DevOps инженер (Kubernetes Operator Developer),https://lipetsk.hh.ru/vacancy/76870760?from=vacancy_search_list&query=python,None,None,None
DevOps Engineer (NDS),https://lipetsk.hh.ru/vacancy/81956562?from=vacancy_search_list&query=python,None,None,None
Ведущий инженер (cloud архитектор/linux администратор),https://lipetsk.hh.ru/vacancy/83300076?from=vacancy_search_list&query=python,None,None,None
Продуктовый аналитик,https://lipetsk.hh.ru/vacancy/81319201?from=vacancy_search_list&query=python,None,None,None
Аналитик-маркетолог,https://lipetsk.hh.ru/vacancy/83294844?from=vacancy_search_list&query=python,1500,None,$
Системный инженер / DevOps Engineer,https://lipetsk.hh.ru/vacancy/81725112?from=vacancy_search_list&query=python,None,None,None
DevOps (Kubernetes) (SberInfra),https://lipetsk.hh.ru/vacancy/81723977?from=vacancy_search_list&query=python,None,None,None
Analytical Mathematician,https://lipetsk.hh.ru/vacancy/84156655?from=vacancy_search_list&query=python,None,None,None
Infrastructure Engineer (to Cyprus),https://lipetsk.hh.ru/vacancy/80255275?from=vacancy_search_list&query=python,None,None,None
Application Security Specialist,https://lipetsk.hh.ru/vacancy/79652026?from=vacancy_search_list&query=python,None,None,None
QA Automation Engineer,https://lipetsk.hh.ru/vacancy/84274234?from=vacancy_search_list&query=python,None,None,None
Системный программист Linux,https://lipetsk.hh.ru/vacancy/67261768?from=vacancy_search_list&query=python,None,None,None
Qa automation (middle/middle+) / Тестировщик-автоматизатор,https://lipetsk.hh.ru/vacancy/82666836?from=vacancy_search_list&query=python,None,None,None
Программист-разработчик,https://lipetsk.hh.ru/vacancy/83758246?from=vacancy_search_list&query=python,None,None,None
Аналитик (медиаинвестиции),https://lipetsk.hh.ru/vacancy/84252869?from=vacancy_search_list&query=python,None,None,None
Maintainer of UNIX systems,https://lipetsk.hh.ru/vacancy/81390018?from=vacancy_search_list&query=python,None,None,None
"Преподаватель информатики, программирования для детей",https://lipetsk.hh.ru/vacancy/84115907?from=vacancy_search_list&query=python,None,None,None
Релиз-инженер (Build/Release engineer),https://lipetsk.hh.ru/vacancy/84260852?from=vacancy_search_list&query=python,None,None,None
Аналитик,https://lipetsk.hh.ru/vacancy/83411181?from=vacancy_search_list&query=python,50000,70000,₽
Системный администратор,https://lipetsk.hh.ru/vacancy/83741181?from=vacancy_search_list&query=python,50000,None,₽
Разработчик в команду системной инфраструктуры Беспилотных автомобилей,https://lipetsk.hh.ru/vacancy/78741874?from=vacancy_search_list&query=python,None,None,None
Инженер-физик / Physicist (nuclear),https://lipetsk.hh.ru/vacancy/84189624?from=vacancy_search_list&query=python,None,None,None
Администратор Qlik Sense,https://lipetsk.hh.ru/vacancy/82961993?from=vacancy_search_list&query=python,200000,250000,₽
Product analyst (middle),https://lipetsk.hh.ru/vacancy/84285133?from=vacancy_search_list&query=python,None,None,None
QA Automation Engineer (MIDDLE & SENIOR),https://lipetsk.hh.ru/vacancy/84250898?from=vacancy_search_list&query=python,None,None,None
Системный аналитик DWH/Аналитик,https://lipetsk.hh.ru/vacancy/80184468?from=vacancy_search_list&query=python,None,None,None
Embedded Linux программист,https://lipetsk.hh.ru/vacancy/84232266?from=vacancy_search_list&query=python,None,None,None
